canonical_smiles,murcko_scaffold,novel_scaffold,pred_log10_ic50_uM,pred_ic50_uM,max_sim_to_seriesCE,has_spiro_motif,drug_like,mw,logp,hbd,hba,rot_bonds,tpsa,source_mode,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,property_source_logP_solubility,property_source_metabolic_stability
COc1ccc2[nH]cc(CCCNCC3CCCCC3)c2c1,c1ccc2c(CCCNCC3CCCCC3)c[nH]c2c1,1,0.7452,5.5621,0.2062,0,1,300.45,4.28,2,2,7,37.05,scaffold_hopping,30.001102,43.215828,40.728737,4.2790000000000035,-5.04974093375608,8.917827475917212e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(CNC(=O)C2=Cc3cc(C)ccc3C23CCC(C(C)(C)C)CC3)cc1,O=C(NCc1ccccc1)C1=Cc2ccccc2C12CCCCC2,1,0.7454,5.5635,0.172,0,0,401.59,6.49,1,1,3,29.1,scaffold_hopping,139.05655,118.02861,62.571606,6.490940000000006,-7.36919162977325,4.273742682699257e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=[N+]([O-])OCc1ccc2c(c1)N(Cc1ccccc1)C(N1CC3(CCOC3)C1)=NS2(=O)=O,O=S1(=O)N=C(N2CC3(CCOC3)C2)N(Cc2ccccc2)c2ccccc21,1,0.749,5.6108,0.2188,0,1,458.5,2.18,0,8,5,114.58,similarity,49.29972,36.068302,-0.01326828,2.1821,-4.532221207129003,2.936153746289108e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(C=C1CCCC2CCCCC12)CSc1nnc(-c2ccc3c(c2)OCCO3)o1,O=C(C=C1CCCC2CCCCC12)CSc1nnc(-c2ccc3c(c2)OCCO3)o1,1,0.7502,5.6255,0.1524,0,0,426.54,5.09,0,7,5,74.45,scaffold_hopping,136.6997,129.92221,32.555584,5.0857000000000046,-6.470827095506033,3.381994558460334e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1oc(-c2ccccc2F)cc1CCOc1cccc(CN(CCCCCC(=O)O)C2CCCCC2)c1,c1ccc(-c2cc(CCOc3cccc(CNC4CCCCC4)c3)co2)cc1,1,0.7502,5.6264,0.1892,0,0,521.67,7.8,1,4,14,62.91,scaffold_hopping,54.856712,59.50225,26.87525,7.795320000000008,-9.113028682156536,7.708525578860346e-10,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(c1ccc([N+](=O)[O-])cc1)N1CCC2(C1)CN(c1ccccc1)C2,O=C(c1ccccc1)N1CCC2(C1)CN(c1ccccc1)C2,1,0.7517,5.6457,0.5156,0,1,337.38,2.95,0,4,3,66.69,scaffold_hopping,49.19168,53.39745,2.6610756,2.947300000000001,-4.3503554068991415,4.463181960982824e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(N=c2[nH]c(Cl)nc3ccccc23)cc1CN1CCC(O)C1,c1cc(CN2CCCC2)cc(N=c2[nH]cnc3ccccc23)c1,1,0.7552,5.6913,0.1748,0,1,384.87,3.02,2,5,4,73.74,scaffold_hopping,5.868061,3.6234791,36.26291,3.023900000000001,-4.765788659165216,1.7147915739644467e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1cc(Nc2ccc3c(c2)OCO3)cn2c(C)c(C3CC3)nc12,c1cc2c(cc1Nc1ccc3nc(C4CC4)cn3c1)OCO2,1,0.7552,5.6913,0.1828,0,1,321.38,4.3,1,4,3,47.79,scaffold_hopping,90.83875,90.384384,75.07103,4.300840000000003,-5.31023124449346,4.895181010950101e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(c1cc2ccncc2o1)N1CCc2ccc(OC3CCNC3)cc2C1,O=C(c1cc2ccncc2o1)N1CCc2ccc(OC3CCNC3)cc2C1,1,0.7552,5.6913,0.1731,0,1,363.42,2.77,1,5,3,67.6,scaffold_hopping,0.98309976,15.928859,5.75224,2.7670000000000012,-4.421049360034126,3.7927187612142704e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COC1CCC(NC(=O)C2CCN(Cc3cccc(NC(=O)c4ccc(C#N)cn4)c3)CC2)CC1,O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1ccccn1,1,0.7612,5.7697,0.1981,0,1,475.59,3.49,2,6,7,107.35,scaffold_hopping,30.58968,17.316996,38.927452,3.491380000000002,-5.595753734726358,2.53656657459585e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(C)c(C2=NN(C(=O)NCCC3CCN(c4ncccn4)CC3)CC2)c1,O=C(NCCC1CCN(c2ncccn2)CC1)N1CCC(c2ccccc2)=N1,1,0.7642,5.8108,0.17,0,1,406.53,3.52,1,5,5,73.72,scaffold_hopping,80.23067,66.025185,4.29115,3.5195400000000028,-5.191151147438484,6.439451143975071e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(COc1ccccc1)N1CCCCC1c1cc(-c2ccccn2)[nH]c(=NN2CCCC2)n1,O=C(COc1ccccc1)N1CCCCC1c1cc(-c2ccccn2)[nH]c(=NN2CCCC2)n1,1,0.7653,5.8246,0.1915,0,1,458.57,3.52,1,6,6,86.71,scaffold_hopping,60.07839,65.071945,-8.188429,3.5158000000000014,-5.584220952062777,2.6048279781336322e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
c1ccc(C2CCN(c3nccc(-c4ccc5c(c4)OCO5)n3)CC2)cc1,c1ccc(C2CCN(c3nccc(-c4ccc5c(c4)OCO5)n3)CC2)cc1,1,0.7655,5.8282,0.1957,0,1,359.43,4.26,0,5,3,47.48,scaffold_hopping,93.09173,89.6479,42.59548,4.256300000000003,-5.546609138600934,2.840474281497075e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC1CN(c2ccc(C=Cc3cccc(Oc4ccccc4)c3)o2)CC(C)O1,C(=Cc1ccc(N2CCOCC2)o1)c1cccc(Oc2ccccc2)c1,1,0.7655,5.8282,0.163,0,0,375.47,5.86,0,4,5,34.84,scaffold_hopping,91.72449,106.09015,62.752636,5.855900000000005,-6.806795870687455,1.5602857039649112e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccccc1C(=O)N(Cc1ccccc1Br)C1CCCCC1,O=C(c1ccccc1)N(Cc1ccccc1)C1CCCCC1,1,0.7671,5.8498,0.1558,0,0,402.33,5.43,0,2,5,29.54,scaffold_hopping,134.514,144.03062,31.625076,5.432800000000005,-6.6164745820275,2.418384874707859e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCCCNc1cc(C(=O)N2CCC3(CC2)N=C(c2cccc([N+](=O)[O-])c2)C(=O)N3)cc(C(C)(C)C)c1,O=C1NC2(CCN(C(=O)c3ccccc3)CC2)N=C1c1ccccc1,1,0.7715,5.9084,0.3107,0,0,533.67,5.44,2,6,9,116.94,scaffold_hopping,95.70927,64.79942,41.325047,5.435900000000005,-7.400195950186084,3.9792758830806066e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COCC1CN(c2cc3c(cn2)CCN(C(=O)c2cc4cc(Cl)ccc4[nH]2)C3)C1,O=C(c1cc2ccccc2[nH]1)N1CCc2cnc(N3CCC3)cc2C1,1,0.7743,5.9464,0.2157,0,1,410.91,3.5,1,4,4,61.46,scaffold_hopping,68.79884,56.49822,73.58221,3.4974000000000016,-5.257065272908418,5.532669489215539e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(N2CCC3(CCC(=O)N(C4CC4)C3)c3c(C)ccnc32)cc1,O=C1CCC2(CCN(c3ccccc3)c3ncccc32)CN1C1CC1,1,0.7743,5.9464,0.1786,0,1,377.49,3.96,0,4,3,45.67,scaffold_hopping,60.13976,67.41091,8.33819,3.963020000000003,-5.3470434316531845,4.49734876873235e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
N#Cc1ccc(-n2nc(C(=O)O)cc2-c2ccc(N3CC4(CCNCC4)C3)cc2)cc1,c1ccc(-n2nccc2-c2ccc(N3CC4(CCNCC4)C3)cc2)cc1,1,0.7756,5.9647,0.2817,0,1,413.48,3.3,2,5,4,94.18,similarity,-18.816513,-21.993612,22.386349,3.298980000000002,-5.140215506835687,7.240765675914425e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(C2CN(C(=O)CN3CCC(c4ccccc4)CC3)N=C2c2ccc(C)cc2)cc1,O=C(CN1CCC(c2ccccc2)CC1)N1CC(c2ccccc2)C(c2ccccc2)=N1,1,0.7756,5.9647,0.1818,0,0,467.61,5.21,0,4,6,45.14,scaffold_hopping,73.25085,60.302967,26.324738,5.213320000000006,-6.8966156803330065,1.2687741439162086e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCN(CC)CCOC(O)c1cc(O)n(N2C(=O)c3c(OC)cc(OC)c(C)c3C2=O)c1,O=C1c2ccccc2C(=O)N1n1cccc1,1,0.7764,5.9758,0.11,0,1,447.49,1.8,2,8,10,113.7,scaffold_hopping,30.59407,24.472376,58.330223,1.8008199999999999,-4.146052128522038,7.144105699726431e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCCOc1ccc2nc(-c3ccco3)cc(C(=O)NCC3CCNCC3)c2c1,O=C(NCC1CCNCC1)c1cc(-c2ccco2)nc2ccccc12,1,0.7764,5.9762,0.1481,0,1,393.49,4.01,2,5,7,76.39,scaffold_hopping,-0.7884289,1.5143051,42.794827,4.013000000000002,-5.513917081046302,3.0625481038951406e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC(=O)c1c2cc3c(c(C)c4c-2c([nH]c(=CCC(C)C)c4=O)oc1O)OCC3,C=c1[nH]c2occc3cc4c(cc(c2-3)c1=O)OCC4,1,0.7766,5.9785,0.1182,0,1,381.43,3.49,2,5,3,92.53,scaffold_hopping,66.1591,64.16518,60.92045,3.485120000000002,-5.049102470439443,8.9309473593162e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1c[n+](Cc2cc(N(C)C)ccc2OCCC2COc3ccccc3O2)cs1,c1ccc(OCCC2COc3ccccc3O2)c(C[n+]2ccsc2)c1,1,0.7777,5.9943,0.1193,0,1,411.55,4.07,0,5,7,34.81,scaffold_hopping,66.470406,83.55268,7.646756,4.067220000000003,-5.702973843441926,1.981646372215691e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(N=C(NC#N)Nc2ccc(C(=O)N3CCC4(CC3)OCCO4)c(Cl)c2)cc1,O=C(c1ccc(NC=Nc2ccccc2)cc1)N1CCC2(CC1)OCCO2,1,0.7804,6.0305,0.1636,0,1,453.93,3.8,2,5,3,98.98,scaffold_hopping,76.38398,71.09683,45.350445,3.797800000000003,-5.707247905180636,1.962239865886089e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)CC(=O)N(CCN1C2CCC1CC(c1ccc(O)cc1)C2)CC1CCCC1,c1ccc(C2CC3CCC(C2)N3CCNCC2CCCC2)cc1,1,0.784,6.0813,0.1313,0,0,412.62,5.17,1,3,8,43.78,scaffold_hopping,85.70758,94.91899,5.5054855,5.167500000000005,-6.358034711321892,4.3849564927092636e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cn1nc(Cc2ccccc2)cc(N2CCC3(CN(Cc4cccc(F)c4F)C3)C2)c1=O,O=c1[nH]nc(Cc2ccccc2)cc1N1CCC2(CN(Cc3ccccc3)C2)C1,1,0.7846,6.0894,0.2632,0,1,436.51,3.36,0,4,5,41.37,similarity,45.984077,37.524952,8.187716,3.361600000000002,-5.341507883565235,4.555039175194832e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
FC(F)(F)COc1cnc(N2CCC3(CN(Cc4ccccc4)C3)C2)c(Cl)c1,c1ccc(CN2CC3(CCN(c4ccccn4)C3)C2)cc1,1,0.7846,6.0894,0.2989,0,1,411.86,4.39,0,4,5,28.6,similarity,60.615486,52.1168,50.77376,4.388400000000004,-5.88293298439152,1.3093839573249395e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc2cccc(C(=O)N3CC4(CCN(c5cncc(C#CC6CC6)c5)C4)C3)c2c1,O=C(c1cccc2ccccc12)N1CC2(CCN(c3cncc(C#CC4CC4)c3)C2)C1,1,0.7846,6.0894,0.4872,1,1,437.54,4.36,0,4,3,45.67,similarity,52.188362,47.597633,54.30912,4.357400000000004,-6.06072966051512,8.695015078735081e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)CN(Cc1cccc(C#N)c1)C(=O)C1CCN(Cc2cc3c(cc2Cl)OCO3)C1,O=C(NCc1ccccc1)C1CCN(Cc2ccc3c(c2)OCO3)C1,1,0.7846,6.0894,0.1963,0,1,453.97,4.45,0,5,7,65.8,scaffold_hopping,117.01314,112.58818,38.86207,4.447080000000003,-6.175260342083659,6.679433923182357e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCOC(=O)c1c(-c2sccc2NC(=O)c2ccccc2[N+](=O)[O-])[nH]c2ccc(C)cc2c1=O,O=C(Nc1ccsc1-c1cc(=O)c2ccccc2[nH]1)c1ccccc1,1,0.7849,6.0941,0.1624,0,1,477.5,4.9,2,7,6,131.4,scaffold_hopping,159.19778,158.24178,58.26549,4.902220000000003,-6.775316772936668,1.6775799505790894e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(S(=O)(=O)Nc2ccc(C#CCCN3CCC(Cc4ccccc4)CC3)cc2[N+](=O)[O-])cc1,O=S(=O)(Nc1ccc(C#CCCN2CCC(Cc3ccccc3)CC2)cc1)c1ccccc1,1,0.7877,6.1336,0.2353,0,0,533.65,5.1,1,6,9,101.78,similarity,36.31856,23.405582,77.88437,5.100500000000005,-7.22204017094965,5.997355999281716e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(C(SCCN)(c2ccccc2)c2cccs2)cc1,c1ccc(C(c2ccccc2)c2cccs2)cc1,1,0.7879,6.1365,0.122,0,1,355.53,4.74,1,4,7,35.25,scaffold_hopping,60.30413,89.18136,12.492257,4.7405000000000035,-5.883881069741594,1.3065286281442211e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)Oc1ccc(-n2nnc3c2CCN(c2ncccc2C#N)C3)cc1C#N,c1ccc(-n2nnc3c2CCN(c2ccccn2)C3)cc1,1,0.789,6.1513,0.1474,0,1,385.43,2.76,0,7,4,103.65,scaffold_hopping,101.96962,100.908554,12.425982,2.755560000000001,-4.567776209058031,2.7053520666544218e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCc1ccccc1N1N=Nc2sc3c(c2N=NN3Cc2ccccc2)C1=N,N=C1c2c3sc(c2N=NN3Cc2ccccc2)N=NN1c1ccccc1,1,0.7928,6.2065,0.1579,0,0,387.47,6.17,1,7,4,79.77,scaffold_hopping,47.301254,36.837067,14.944591,6.173670000000005,-7.125322220914275,7.493380383660572e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(NC1CC1)c1ccnc(N2CCCC(C(=O)c3ccc(F)cc3)C2)c1,O=C(NC1CC1)c1ccnc(N2CCCC(C(=O)c3ccccc3)C2)c1,1,0.7933,6.2134,0.2024,0,1,367.42,3.21,1,4,5,62.3,scaffold_hopping,33.872524,34.27201,34.011456,3.212200000000002,-4.723480414949577,1.890251472508651e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(CCCc1c[nH]c2ccccc12)NCC1(N2CCCCC2)CCCCC1,O=C(CCCc1c[nH]c2ccccc12)NCC1(N2CCCCC2)CCCCC1,1,0.7955,6.2441,0.3333,0,1,381.56,4.8,2,2,7,48.13,scaffold_hopping,50.031075,53.40351,20.599497,4.795600000000005,-5.932028871066213,1.1694216475221302e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(N=c1[nH]cc[nH]1)C1(CCCCCCN2CCC(c3ccccc3)CC2)CCOC1,O=C(N=c1[nH]cc[nH]1)C1(CCCCCCN2CCC(c3ccccc3)CC2)CCOC1,1,0.7955,6.2441,0.18,0,1,424.59,4.01,2,3,9,73.48,scaffold_hopping,30.049152,16.562004,31.450603,4.006900000000003,-5.6389709442384355,2.2963022733188525e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1[nH]c(=N)nc2c1c(=O)cc(CN1CCC3(CC1)OCCO3)n2C(C)C,N=c1nc2[nH]c(CN3CCC4(CC3)OCCO4)cc(=O)c2c[nH]1,1,0.7955,6.2441,0.1649,0,1,373.46,1.43,2,6,3,96.23,scaffold_hopping,14.090528,-2.660952,0.85316926,1.4322899999999994,-3.418598232528683,0.000381418511942954,Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc(OC)cc(N(C)CC#Cc2cc(-c3ccc(Br)cc3)ccc2C#N)c1,C(#Cc1cccc(-c2ccccc2)c1)CNc1ccccc1,1,0.7979,6.2793,0.1053,0,0,461.36,5.49,0,4,5,45.49,scaffold_hopping,122.90015,109.189804,131.80728,5.492880000000006,-7.1025819381607525,7.896198580923585e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)(C)NC(=O)C1Cc2cc(S(=O)(=O)Nc3ccc(F)cc3)ccc2N1CCC1CCNCC1,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCN2CCC1CCNCC1,1,0.7988,6.2917,0.1915,0,0,502.66,3.66,3,5,7,90.54,scaffold_hopping,22.804882,2.3406284,52.267357,3.6620000000000017,-5.901289708109916,1.2551923736721209e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(c1ccc(-c2cc(=NC3CC3)[nH]c3ccccc23)cc1)N(CC1CCNCC1F)C1CC1,O=C(c1ccc(-c2cc(=NC3CC3)[nH]c3ccccc23)cc1)N(CC1CCNCC1)C1CC1,1,0.7998,6.3073,0.1466,0,1,458.58,4.45,2,3,6,60.49,scaffold_hopping,12.366969,-1.9340767,57.222878,4.450200000000004,-6.252266865848009,5.594137465603669e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(CN(Cc2ccc(Br)cc2)C(=S)NCC2CCCO2)cc1,S=C(NCC1CCCO1)N(Cc1ccccc1)Cc1ccccc1,1,0.8031,6.3546,0.1111,0,1,449.41,4.51,1,3,7,33.73,scaffold_hopping,123.6906,125.51577,44.506153,4.513400000000003,-6.223915883212974,5.971509351955034e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(-c2nc(CN(C)CC3CCOC3)co2)cc1,c1ccc(-c2nc(CNCC3CCOC3)co2)cc1,1,0.8031,6.3546,0.1136,0,1,302.37,2.82,0,5,6,47.73,scaffold_hopping,53.588997,74.858475,17.281017,2.818500000000001,-4.021479096718819,9.517456560361804e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCN=c1[nH]ccc(N2CCC(Oc3ccc(N4CCCCC4)cc3Cl)C2)c1F,N=c1cc(N2CCC(Oc3ccc(N4CCCCC4)cc3)C2)cc[nH]1,1,0.8058,6.3943,0.1881,0,0,447.0,5.16,1,4,7,43.86,scaffold_hopping,90.52287,59.309162,92.70845,5.156000000000005,-6.660092066432319,2.1872978877800828e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C1CCC(c2ccc(OCCCN3CCCC3CO)cc2)CN1CCc1ccc(F)cc1,O=C1CCC(c2ccc(OCCCN3CCCC3)cc2)CN1CCc1ccccc1,1,0.8058,6.3943,0.1635,0,1,454.59,4.0,1,4,10,53.01,scaffold_hopping,27.953785,53.274933,25.182636,4.0000000000000036,-5.832548535925586,1.470454071070076e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COC=C(C(=O)Oc1cccc(C=CC(=O)Nc2ccc(Cl)cc2)c1)c1cc(Cl)cc(Cl)c1,C=C(C(=O)Oc1cccc(C=CC(=O)Nc2ccccc2)c1)c1ccccc1,1,0.8062,6.4007,0.1279,0,0,502.78,6.89,1,4,7,64.63,scaffold_hopping,122.54494,110.6025,177.20352,6.891600000000004,-8.383783459782215,4.13253499766584e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc(CNC(=O)Cn2c(C3CCNCC3)nc3cnccc32)ccc1Cl,O=C(Cn1c(C2CCNCC2)nc2cnccc21)NCc1ccccc1,1,0.8068,6.4097,0.1574,0,1,413.91,2.88,2,5,6,81.07,scaffold_hopping,2.019561,4.8994293,11.397729,2.8767000000000014,-4.809673269419202,1.549982270740248e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
N#Cc1ccc(-c2ccc3cc(C(=O)c4ccncc4)ccc3c2)cc1,O=C(c1ccncc1)c1ccc2cc(-c3ccccc3)ccc2c1,1,0.8077,6.4228,0.1667,0,0,334.38,5.0,0,3,3,53.75,scaffold_hopping,64.07877,70.78624,97.74308,5.004480000000004,-6.012336452662244,9.719939177496246e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(CCc1n[nH]c(=S)n1-c1ccccc1)c1ccc(-c2ccccc2)cc1,O=C(CCc1n[nH]c(=S)n1-c1ccccc1)c1ccc(-c2ccccc2)cc1,1,0.8077,6.4228,0.1705,0,0,385.49,5.41,1,3,6,50.68,scaffold_hopping,50.201904,64.116104,13.08779,5.412390000000005,-6.632041035294845,2.3332375906426233e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccccn2)cc1C(=O)O,c1ccc(-n2cccc2-c2ccccc2OCc2ccccn2)cc1,1,0.8084,6.4334,0.1613,0,0,477.36,6.2,1,3,6,64.35,scaffold_hopping,19.124271,27.53091,50.11872,6.195840000000005,-7.786812830159057,1.6337559033000704e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC1CCC2(C)C(CCC(C)(O)CCCc3cccc(C(=O)O)c3)CCC2C1(O)Cc1ccoc1O,c1ccc(CCCCCCC2CCC3C(Cc4ccoc4)CCCC23)cc1,1,0.8087,6.4373,0.2037,0,0,498.66,5.97,4,5,10,111.13,similarity,48.784176,53.225067,-4.0535293,5.973500000000008,-7.5629855866222835,2.7353595059900113e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
N#Cc1cccc(NC(=O)NCc2cccc(C(=O)N3CCC(N4CCCC5(CN(C(=O)C6CCC(O)CC6)C5)C4)CC3)c2)c1,O=C(NCc1cccc(C(=O)N2CCC(N3CCCC4(CN(C(=O)C5CCCCC5)C4)C3)CC2)c1)Nc1ccccc1,1,0.8103,6.4604,0.2475,0,0,612.78,3.96,3,6,6,129.01,scaffold_hopping,33.22791,8.462568,13.907448,3.9600800000000023,-6.821657733895407,1.5077948864372794e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc2c(cc1OC)CN(CCCCNC(=O)c1ccc(NCc3cccc4c3C(=O)N(C)C4=O)cc1)CC2,O=C(NCCCCN1CCc2ccccc2C1)c1ccc(NCc2cccc3c2C(=O)NC3=O)cc1,1,0.8132,6.5042,0.1491,0,0,556.66,4.11,2,7,11,100.21,scaffold_hopping,60.65502,40.929306,50.271297,4.110000000000003,-6.617940667232438,2.4102346894355987e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)(C)OC(=O)N1CC(NC2CCCCC2)CC1C(=O)Nc1ccccc1-c1ccccc1,O=C(Nc1ccccc1-c1ccccc1)C1CC(NC2CCCCC2)CN1,1,0.8169,6.56,0.234,0,0,463.62,5.59,2,4,5,70.67,scaffold_hopping,73.027794,61.171154,21.918556,5.592400000000005,-7.086052121815372,8.202530958166411e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
c1cc(C2=NCCCN2)ccc1OCCCCCCOc1ccc(C2=NCCN2)cc1,c1cc(C2=NCCCN2)ccc1OCCCCCCOc1ccc(C2=NCCN2)cc1,1,0.8214,6.6282,0.122,0,0,420.56,3.79,2,6,11,67.24,scaffold_hopping,12.749606,13.396658,10.253937,3.794500000000003,-5.461619070750539,3.454466053124778e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COC(=O)c1cccc(OCCn2c3ccccc3c(=O)n2Cc2cccnc2C)c1,O=c1c2ccccc2n(CCOc2ccccc2)n1Cc1cccnc1,1,0.8227,6.6478,0.1553,0,1,417.47,3.42,0,5,7,75.35,scaffold_hopping,101.03526,121.12144,-3.8412309,3.420320000000002,-5.301205098571772,4.997984459623416e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCOC(=O)c1c(C#Cc2ccccc2)[nH]c2cc(OC)c(OC)cc2c1=O,O=c1cc(C#Cc2ccccc2)[nH]c2ccccc12,1,0.8227,6.6478,0.2346,0,1,377.4,3.12,1,5,4,77.62,scaffold_hopping,109.24973,121.16797,65.21294,3.121800000000002,-4.779965075701702,1.6597203704244096e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc(OC)cc(N(CCCN)c2ccc3ncc(-c4cnn(CCO)c4)nc3c2)c1,c1ccc(Nc2ccc3ncc(-c4cn[nH]c4)nc3c2)cc1,1,0.8227,6.6478,0.1111,0,1,448.53,2.99,2,8,10,111.55,scaffold_hopping,25.839014,38.337837,13.235846,2.989700000000002,-5.1594113788706695,6.927692799149242e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc(N=c2nc(N(CC3CC3)C(=O)c3ccc4c(c3)OCCO4)cc[nH]2)ccn1,O=C(c1ccc2c(c1)OCCO2)N(CC1CC1)c1cc[nH]c(=Nc2ccncc2)n1,1,0.8227,6.6478,0.1835,0,1,433.47,2.87,1,7,6,101.93,scaffold_hopping,81.19716,88.15021,11.312243,2.8737000000000004,-4.956100634709142,1.1063673868426653e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCOc1cc(-c2cc(C)no2)ccc1NC(=O)CSc1nnnn1-c1ccccc1OC,O=C(CSc1nnnn1-c1ccccc1)Nc1ccc(-c2ccno2)cc1,1,0.8227,6.6478,0.1456,0,1,466.52,3.76,1,9,9,117.19,scaffold_hopping,128.06192,122.85962,15.46864,3.7638200000000017,-5.868947653128821,1.3522355425478814e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(O)CCCCCOc1cc(NC(=O)COc2ccc(Cl)cc2)ccc1-c1ccccc1,O=C(COc1ccccc1)Nc1ccc(-c2ccccc2)cc1,1,0.8232,6.6565,0.1771,0,0,467.95,6.05,2,4,12,84.86,scaffold_hopping,49.076355,67.32097,32.987778,6.048300000000006,-7.5106972535000205,3.085337988576116e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(CCN1C(=O)C(=Cc2ccc(OCC(=O)c3cccc([N+](=O)[O-])c3)cc2)SC1=S)NCCCn1ccnc1,O=C(CCN1C(=O)C(=Cc2ccc(OCC(=O)c3ccccc3)cc2)SC1=S)NCCCn1ccnc1,1,0.8237,6.6639,0.1858,0,0,579.66,3.85,1,9,13,136.67,scaffold_hopping,88.83734,65.9055,5.8678994,3.850800000000002,-6.564917321834043,2.7232196876305803e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
